Subject,Is_Calming_Music,Trial_Number,Difficulty,Difficulty,Response_Time,Correct_Response,Actual_Response,Answered_Correctly
6,1,7,1,1,236,1,1,1
6,1,7,1,1,243,1,1,1
6,1,8,3,3,297,0,0,1
6,1,8,3,3,365,0,0,1
6,1,8,3,3,412,1,1,1
6,1,8,3,3,400,1,1,1
6,1,8,3,3,652,0,0,1
6,1,8,3,3,470,1,1,1
6,1,8,3,3,328,1,1,1
6,1,8,3,3,224,1,1,1
6,1,8,3,3,361,1,1,1
6,1,8,3,3,5,0,0,1
6,1,8,3,3,433,1,1,1
6,1,8,3,3,115,1,0,0
6,1,8,3,3,82,1,1,1
6,1,8,3,3,7,1,1,1
6,1,8,3,3,171,1,1,1
6,1,10,3,3,379,1,1,1
6,1,10,3,3,289,1,1,1
6,1,10,3,3,313,1,1,1
6,1,10,3,3,476,1,1,1
6,1,10,3,3,412,1,1,1
6,1,10,3,3,33,1,0,0
6,1,10,3,3,415,1,1,1
6,1,10,3,3,371,1,1,1
6,1,10,3,3,486,1,0,0
6,1,10,3,3,489,0,0,1
6,1,10,3,3,419,0,1,0
6,1,10,3,3,201,0,1,0
6,1,10,3,3,227,1,1,1
6,1,10,3,3,425,1,0,0
6,1,10,3,3,24,1,1,1
6,1,10,3,3,213,1,1,1
6,1,10,3,3,314,0,1,0
6,1,11,1,1,346,1,1,1
6,1,11,1,1,237,0,1,0
6,1,11,1,1,455,1,1,1
6,1,11,1,1,348,1,1,1
6,1,11,1,1,273,0,1,0
6,1,11,1,1,286,1,1,1
6,1,11,1,1,30,0,0,1
6,1,11,1,1,422,0,1,0
6,1,11,1,1,391,1,1,1
6,1,11,1,1,374,1,1,1
6,1,11,1,1,374,1,1,1
6,1,11,1,1,308,1,1,1
6,1,11,1,1,368,1,1,1
6,1,11,1,1,338,1,1,1
6,1,11,1,1,300,1,1,1
6,1,11,1,1,452,1,0,0
6,1,11,1,1,45,1,1,1
6,1,11,1,1,291,0,1,0
6,1,11,1,1,385,1,1,1
6,1,12,1,1,314,1,1,1
6,1,12,1,1,192,0,1,0
6,1,12,1,1,285,1,1,1
6,1,12,1,1,271,1,1,1
6,1,12,1,1,363,0,0,1
6,1,12,1,1,177,0,1,0
6,1,12,1,1,441,1,1,1
6,1,12,1,1,305,1,1,1
6,1,12,1,1,448,0,0,1
6,1,12,1,1,225,1,1,1
6,1,12,1,1,257,1,1,1
6,1,12,1,1,322,1,0,0
6,1,12,1,1,434,1,1,1
6,1,12,1,1,267,1,1,1
6,1,12,1,1,266,1,1,1
6,1,12,1,1,244,1,1,1
6,1,12,1,1,188,1,1,1
6,1,12,1,1,195,1,1,1
6,1,12,1,1,285,0,0,1
6,1,12,1,1,196,1,1,1
6,1,13,3,3,250,1,1,1
6,1,13,3,3,291,1,1,1
6,1,13,3,3,279,1,0,0
6,1,13,3,3,143,0,0,1
6,1,13,3,3,466,0,0,1
6,1,13,3,3,17,1,1,1
6,1,13,3,3,86,0,0,1
6,1,13,3,3,214,1,1,1
6,1,13,3,3,456,1,1,1
6,1,13,3,3,323,1,1,1
6,1,13,3,3,341,1,1,1
6,1,13,3,3,469,0,0,1
6,1,13,3,3,33,0,1,0
6,1,13,3,3,170,1,1,1
6,1,13,3,3,82,1,1,1
6,1,13,3,3,118,1,1,1
6,1,14,3,3,16,0,0,1
6,1,14,3,3,458,0,1,0
6,1,14,3,3,201,1,1,1
6,1,14,3,3,14,1,1,1
6,1,14,3,3,451,1,1,1
6,1,14,3,3,371,1,1,1
6,1,14,3,3,269,1,1,1
6,1,14,3,3,436,0,0,1
6,1,14,3,3,344,1,1,1
6,1,14,3,3,384,1,1,1
6,1,14,3,3,97,0,0,1
6,1,14,3,3,466,1,1,1
6,1,14,3,3,56,1,1,1
6,1,15,1,1,345,1,1,1
6,1,15,1,1,253,1,1,1
6,1,15,1,1,257,1,1,1
6,1,15,1,1,267,0,1,0
6,1,15,1,1,439,0,0,1
6,1,15,1,1,315,1,1,1
6,1,15,1,1,343,1,0,0
6,1,15,1,1,338,1,1,1
6,1,15,1,1,304,0,1,0
6,1,15,1,1,385,1,1,1
6,1,15,1,1,350,1,1,1
6,1,15,1,1,317,1,1,1
6,1,15,1,1,71,1,1,1
6,1,15,1,1,371,1,1,1
6,1,15,1,1,356,1,1,1
6,1,15,1,1,362,0,0,1
6,1,15,1,1,311,1,1,1
6,1,15,1,1,334,1,1,1
6,1,15,1,1,368,1,1,1
6,1,15,1,1,367,1,1,1
6,1,15,1,1,382,0,0,1
6,1,16,3,3,144,1,1,1
6,1,16,3,3,198,1,1,1
6,1,16,3,3,355,1,1,1
6,1,16,3,3,309,1,1,1
6,1,16,3,3,247,1,1,1
6,1,16,3,3,322,1,1,1
6,1,16,3,3,11,0,0,1
6,1,16,3,3,374,0,1,0
6,1,16,3,3,419,1,1,1
6,1,16,3,3,319,1,1,1
6,1,16,3,3,367,0,0,1
6,1,16,3,3,224,1,1,1
6,1,16,3,3,226,0,0,1
6,1,16,3,3,55,1,1,1
6,1,16,3,3,455,1,1,1
6,1,16,3,3,471,1,1,1
6,1,16,3,3,20,1,1,1
6,1,16,3,3,341,0,1,0
6,1,16,3,3,403,1,1,1
6,1,17,1,1,365,1,1,1
6,1,17,1,1,239,1,1,1
6,1,17,1,1,311,0,0,1
6,1,17,1,1,235,1,1,1
6,1,17,1,1,251,1,1,1
6,1,17,1,1,321,0,0,1
6,1,17,1,1,309,0,0,1
6,1,17,1,1,349,1,1,1
6,1,17,1,1,378,1,1,1
6,1,17,1,1,417,0,0,1
6,1,17,1,1,149,1,1,1
6,1,17,1,1,231,1,1,1
6,1,17,1,1,241,1,1,1
6,1,17,1,1,274,1,1,1
6,1,17,1,1,230,1,1,1
6,1,17,1,1,258,1,1,1
6,1,17,1,1,321,1,1,1
6,1,17,1,1,228,1,1,1
6,1,17,1,1,191,0,1,0
6,1,17,1,1,189,1,1,1
8,1,1,1,1,1143,1,0,0
8,1,1,1,1,143,0,1,0
8,1,1,1,1,110,0,0,1
8,1,1,1,1,1464,1,1,1
8,1,1,1,1,1133,0,1,0
8,1,1,1,1,897,0,1,0
8,1,1,1,1,456,1,1,1
8,1,1,1,1,97,1,1,1
8,1,1,1,1,82,1,1,1
8,1,1,1,1,415,1,1,1
8,1,1,1,1,383,1,1,1
8,1,1,1,1,415,1,1,1
8,1,1,1,1,69,0,0,1
8,1,1,1,1,166,1,1,1
8,1,1,1,1,589,1,0,0
8,1,1,1,1,812,1,1,1
8,1,1,1,1,1013,1,1,1
8,1,1,1,1,780,1,1,1
8,1,1,1,1,569,1,1,1
8,1,1,1,1,399,1,1,1
8,1,2,3,3,109,1,0,0
8,1,2,3,3,524,1,1,1
8,1,2,3,3,1264,0,1,0
8,1,2,3,3,1165,1,0,0
8,1,2,3,3,558,0,1,0
8,1,2,3,3,866,0,1,0
8,1,2,3,3,453,0,0,1
8,1,2,3,3,942,1,1,1
8,1,2,3,3,1287,1,0,0
8,1,2,3,3,890,1,1,1
8,1,2,3,3,56,0,0,1
8,1,2,3,3,672,1,1,1
8,1,2,3,3,484,1,1,1
8,1,2,3,3,130,1,0,0
8,1,2,3,3,329,1,1,1
8,1,3,3,3,522,1,1,1
8,1,3,3,3,825,1,0,0
8,1,3,3,3,1047,0,0,1
8,1,3,3,3,1297,1,1,1
8,1,3,3,3,777,1,1,1
8,1,3,3,3,1218,1,1,1
8,1,3,3,3,1362,1,0,0
8,1,3,3,3,666,1,1,1
8,1,3,3,3,483,1,1,1
8,1,3,3,3,768,1,0,0
8,1,3,3,3,488,0,1,0
8,1,3,3,3,96,0,1,0
8,1,3,3,3,79,1,0,0
8,1,3,3,3,438,0,1,0
8,1,3,3,3,334,0,0,1
8,1,3,3,3,547,1,1,1
8,1,3,3,3,652,1,1,1
8,1,3,3,3,1003,1,1,1
8,1,4,1,1,342,1,1,1
8,1,4,1,1,343,1,1,1
8,1,4,1,1,117,1,1,1
8,1,4,1,1,460,1,1,1
8,1,4,1,1,484,1,1,1
8,1,4,1,1,435,1,1,1
8,1,4,1,1,127,1,1,1
8,1,4,1,1,9,0,0,1
8,1,4,1,1,244,1,1,1
8,1,4,1,1,454,0,0,1
8,1,4,1,1,396,1,1,1
8,1,4,1,1,249,0,0,1
8,1,4,1,1,318,1,1,1
8,1,4,1,1,244,0,1,0
8,1,4,1,1,179,1,1,1
8,1,4,1,1,496,0,0,1
8,1,4,1,1,820,1,1,1
8,1,4,1,1,402,1,1,1
8,1,5,3,3,205,1,1,1
8,1,5,3,3,384,1,1,1
8,1,5,3,3,371,1,1,1
8,1,5,3,3,256,0,0,1
8,1,5,3,3,364,1,1,1
8,1,5,3,3,951,1,1,1
8,1,5,3,3,461,1,1,1
8,1,5,3,3,1021,1,1,1
8,1,5,3,3,288,0,1,0
8,1,5,3,3,162,1,1,1
8,1,5,3,3,1053,1,1,1
8,1,5,3,3,441,0,0,1
8,1,5,3,3,233,1,0,0
8,1,5,3,3,1100,0,1,0
8,1,5,3,3,115,1,0,0
8,1,5,3,3,204,1,1,1
8,1,5,3,3,77,1,1,1
8,1,6,1,1,84,1,1,1
8,1,6,1,1,194,1,1,1
8,1,6,1,1,90,1,1,1
8,1,6,1,1,348,0,0,1
8,1,6,1,1,292,0,0,1
8,1,6,1,1,172,1,1,1
8,1,6,1,1,77,1,1,1
8,1,6,1,1,765,1,1,1
8,1,6,1,1,309,1,1,1
8,1,6,1,1,248,0,0,1
8,1,6,1,1,363,1,1,1
8,1,6,1,1,1117,1,1,1
8,1,6,1,1,879,1,1,1
8,1,6,1,1,427,1,1,1
8,1,6,1,1,244,1,1,1
8,1,6,1,1,142,0,0,1
8,1,6,1,1,578,1,1,1
8,1,6,1,1,275,1,1,1
8,1,6,1,1,461,0,1,0
8,1,6,1,1,567,1,1,1
8,1,7,1,1,638,1,1,1
8,1,7,1,1,281,1,1,1
8,1,7,1,1,619,0,1,0
8,1,7,1,1,808,1,1,1
8,1,7,1,1,227,1,1,1
8,1,7,1,1,294,1,1,1
8,1,7,1,1,210,1,1,1
8,1,7,1,1,77,1,1,1
8,1,7,1,1,623,1,0,0
8,1,7,1,1,352,0,0,1
8,1,7,1,1,189,1,1,1
8,1,7,1,1,884,1,1,1
8,1,7,1,1,452,0,0,1
8,1,7,1,1,298,0,0,1
8,1,7,1,1,311,1,1,1
8,1,7,1,1,225,0,0,1
8,1,7,1,1,99,1,1,1
8,1,7,1,1,474,1,1,1
8,1,7,1,1,841,1,1,1
8,1,7,1,1,509,1,1,1
8,1,7,1,1,268,1,1,1
8,1,8,3,3,257,0,0,1
8,1,8,3,3,774,0,0,1
8,1,8,3,3,353,1,1,1
8,1,8,3,3,591,1,1,1
8,1,8,3,3,390,1,1,1
8,1,8,3,3,1062,1,0,0
8,1,8,3,3,1269,0,1,0
8,1,8,3,3,671,1,1,1
8,1,8,3,3,354,1,1,1
8,1,8,3,3,950,0,0,1
8,1,8,3,3,1013,1,1,1
8,1,8,3,3,711,1,1,1
8,1,8,3,3,800,1,0,0
8,1,8,3,3,1325,0,0,1
8,1,8,3,3,280,1,1,1
8,1,8,3,3,400,1,0,0
8,1,8,3,3,13,1,1,1
8,1,8,3,3,506,1,1,1
8,1,8,3,3,1019,1,1,1
8,1,10,3,3,590,1,1,1
8,1,10,3,3,374,1,1,1
8,1,10,3,3,551,1,1,1
8,1,10,3,3,453,1,1,1
8,1,10,3,3,291,1,1,1
8,1,10,3,3,80,1,0,0
8,1,10,3,3,560,1,1,1
8,1,10,3,3,439,1,1,1
8,1,10,3,3,929,1,0,0
8,1,10,3,3,676,0,1,0
8,1,10,3,3,387,0,0,1
8,1,10,3,3,789,1,1,1
8,1,10,3,3,513,0,0,1
8,1,10,3,3,568,1,1,1
8,1,10,3,3,485,1,0,0
8,1,10,3,3,1317,1,1,1
8,1,10,3,3,347,0,1,0
8,1,11,1,1,198,0,0,1
8,1,11,1,1,191,1,1,1
8,1,11,1,1,171,1,1,1
8,1,11,1,1,126,0,0,1
8,1,11,1,1,523,1,1,1
8,1,11,1,1,363,1,1,1
8,1,11,1,1,317,0,0,1
8,1,11,1,1,558,1,1,1
8,1,11,1,1,335,0,0,1
8,1,11,1,1,281,0,0,1
8,1,11,1,1,193,1,1,1
8,1,11,1,1,355,1,1,1
8,1,11,1,1,286,1,1,1
8,1,11,1,1,334,1,1,1
8,1,11,1,1,116,1,1,1
8,1,11,1,1,371,1,1,1
8,1,11,1,1,642,1,1,1
8,1,11,1,1,775,1,1,1
8,1,11,1,1,614,1,1,1
8,1,11,1,1,427,0,0,1
8,1,11,1,1,137,1,1,1
8,1,12,1,1,276,1,1,1
8,1,12,1,1,252,1,1,1
8,1,12,1,1,236,0,0,1
8,1,12,1,1,299,1,1,1
8,1,12,1,1,423,1,1,1
8,1,12,1,1,488,0,0,1
8,1,12,1,1,431,0,0,1
8,1,12,1,1,302,1,1,1
8,1,12,1,1,274,1,1,1
8,1,12,1,1,180,0,0,1
8,1,12,1,1,344,1,1,1
8,1,12,1,1,705,1,1,1
8,1,12,1,1,874,1,1,1
8,1,12,1,1,1206,1,1,1
8,1,12,1,1,734,1,1,1
8,1,12,1,1,197,1,1,1
8,1,12,1,1,171,1,1,1
8,1,12,1,1,50,1,1,1
8,1,12,1,1,757,1,1,1
8,1,12,1,1,183,0,0,1
8,1,12,1,1,1013,1,1,1
8,1,13,3,3,208,1,1,1
8,1,13,3,3,176,1,1,1
8,1,13,3,3,962,1,0,0
8,1,13,3,3,67,0,1,0
8,1,13,3,3,367,1,1,1
8,1,13,3,3,167,0,0,1
8,1,13,3,3,282,1,0,0
8,1,13,3,3,135,1,1,1
8,1,13,3,3,643,1,1,1
8,1,13,3,3,772,1,1,1
8,1,13,3,3,234,1,0,0
8,1,13,3,3,478,0,0,1
8,1,13,3,3,334,1,1,1
8,1,13,3,3,306,0,0,1
8,1,13,3,3,464,1,1,1
8,1,13,3,3,731,1,1,1
8,1,13,3,3,917,1,1,1
8,1,14,3,3,370,0,0,1
8,1,14,3,3,632,0,0,1
8,1,14,3,3,425,1,1,1
8,1,14,3,3,375,1,1,1
8,1,14,3,3,322,1,1,1
8,1,14,3,3,673,1,1,1
8,1,14,3,3,1089,1,0,0
8,1,14,3,3,443,1,0,0
8,1,14,3,3,817,1,1,1
8,1,14,3,3,310,1,1,1
8,1,14,3,3,428,0,0,1
8,1,14,3,3,588,0,0,1
8,1,14,3,3,482,1,1,1
8,1,14,3,3,1314,1,1,1
8,1,14,3,3,706,1,1,1
8,1,14,3,3,374,0,0,1
8,1,14,3,3,651,1,1,1
8,1,14,3,3,243,1,1,1
8,1,14,3,3,513,1,1,1
8,1,15,1,1,486,1,1,1
8,1,15,1,1,37,1,1,1
8,1,15,1,1,268,1,1,1
8,1,15,1,1,190,0,0,1
8,1,15,1,1,353,0,0,1
8,1,15,1,1,75,1,1,1
8,1,15,1,1,366,1,0,0
8,1,15,1,1,246,1,1,1
8,1,15,1,1,249,0,0,1
8,1,15,1,1,333,1,1,1
8,1,15,1,1,447,1,1,1
8,1,15,1,1,286,1,1,1
8,1,15,1,1,299,1,1,1
8,1,15,1,1,318,1,1,1
8,1,15,1,1,320,1,1,1
8,1,15,1,1,281,0,0,1
8,1,15,1,1,950,1,1,1
8,1,15,1,1,975,1,1,1
8,1,15,1,1,461,1,1,1
8,1,15,1,1,169,0,0,1
8,1,16,3,3,167,1,1,1
8,1,16,3,3,161,1,0,0
8,1,16,3,3,326,1,0,0
8,1,16,3,3,199,1,1,1
8,1,16,3,3,1270,1,1,1
8,1,16,3,3,216,0,1,0
8,1,16,3,3,334,1,1,1
8,1,16,3,3,97,1,1,1
8,1,16,3,3,310,0,0,1
8,1,16,3,3,398,1,1,1
8,1,16,3,3,376,0,0,1
8,1,16,3,3,274,1,1,1
8,1,16,3,3,347,1,1,1
8,1,16,3,3,725,1,0,0
8,1,16,3,3,305,1,1,1
8,1,16,3,3,336,0,1,0
8,1,16,3,3,1313,1,1,1
8,1,17,1,1,103,1,1,1
8,1,17,1,1,38,1,1,1
8,1,17,1,1,16,0,0,1
8,1,17,1,1,499,1,1,1
8,1,17,1,1,398,1,1,1
8,1,17,1,1,41,0,0,1
8,1,17,1,1,149,0,0,1
8,1,17,1,1,451,1,1,1
8,1,17,1,1,128,1,1,1
8,1,17,1,1,91,0,0,1
8,1,17,1,1,90,1,1,1
8,1,17,1,1,16,1,1,1
8,1,17,1,1,492,1,1,1
8,1,17,1,1,53,1,1,1
8,1,17,1,1,20,1,1,1
8,1,17,1,1,288,1,1,1
8,1,17,1,1,244,1,1,1
8,1,17,1,1,219,1,1,1
8,1,17,1,1,204,1,1,1
8,1,17,1,1,161,0,0,1
8,1,17,1,1,208,1,1,1
11,1,1,1,1,487,1,1,1
11,1,1,1,1,222,1,1,1
11,1,1,1,1,189,0,0,1
11,1,1,1,1,74,0,0,1
11,1,1,1,1,417,1,1,1
11,1,1,1,1,464,0,0,1
11,1,1,1,1,785,1,1,1
11,1,1,1,1,477,1,1,1
11,1,1,1,1,358,1,1,1
11,1,1,1,1,302,1,1,1
11,1,1,1,1,138,1,0,0
11,1,1,1,1,427,1,1,1
11,1,1,1,1,343,0,1,0
11,1,1,1,1,697,1,1,1
11,1,1,1,1,666,1,1,1
11,1,1,1,1,763,1,1,1
11,1,1,1,1,166,1,1,1
11,1,1,1,1,116,1,1,1
11,1,1,1,1,35,1,1,1
11,1,1,1,1,5,1,1,1
11,1,2,3,3,171,1,0,0
11,1,2,3,3,235,1,1,1
11,1,2,3,3,338,1,1,1
11,1,2,3,3,678,1,1,1
11,1,2,3,3,576,0,1,0
11,1,2,3,3,529,0,1,0
11,1,2,3,3,904,1,1,1
11,1,2,3,3,699,1,1,1
11,1,2,3,3,475,1,1,1
11,1,2,3,3,484,0,1,0
11,1,2,3,3,575,1,1,1
11,1,2,3,3,1033,1,1,1
11,1,2,3,3,543,1,1,1
11,1,2,3,3,1413,1,0,0
11,1,2,3,3,833,1,1,1
11,1,3,3,3,1288,1,1,1
11,1,3,3,3,593,1,0,0
11,1,3,3,3,4,0,0,1
11,1,3,3,3,536,1,0,0
11,1,3,3,3,361,1,1,1
11,1,3,3,3,229,1,1,1
11,1,3,3,3,382,0,1,0
11,1,3,3,3,1087,1,0,0
11,1,3,3,3,733,0,0,1
11,1,3,3,3,326,1,1,1
11,1,4,1,1,383,1,1,1
11,1,4,1,1,366,1,1,1
11,1,4,1,1,688,1,1,1
11,1,4,1,1,28,1,1,1
11,1,4,1,1,372,1,1,1
11,1,4,1,1,193,1,1,1
11,1,4,1,1,240,0,0,1
11,1,4,1,1,582,1,1,1
11,1,4,1,1,111,0,0,1
11,1,4,1,1,393,1,1,1
11,1,4,1,1,78,0,0,1
11,1,4,1,1,144,1,1,1
11,1,4,1,1,288,1,1,1
11,1,4,1,1,223,1,1,1
11,1,4,1,1,286,1,1,1
11,1,4,1,1,377,0,0,1
11,1,4,1,1,36,1,1,1
11,1,4,1,1,449,0,0,1
11,1,4,1,1,526,1,1,1
11,1,4,1,1,164,1,1,1
11,1,5,3,3,464,1,1,1
11,1,5,3,3,863,1,1,1
11,1,5,3,3,200,1,1,1
11,1,5,3,3,426,0,0,1
11,1,5,3,3,169,1,1,1
11,1,5,3,3,1379,1,1,1
11,1,5,3,3,890,1,1,1
11,1,5,3,3,631,1,1,1
11,1,5,3,3,323,0,1,0
11,1,5,3,3,358,1,1,1
11,1,5,3,3,381,1,0,0
11,1,5,3,3,763,1,1,1
11,1,5,3,3,531,0,1,0
11,1,5,3,3,706,0,1,0
11,1,5,3,3,411,1,1,1
11,1,5,3,3,500,1,1,1
11,1,5,3,3,955,1,1,1
11,1,6,1,1,492,1,1,1
11,1,6,1,1,41,1,1,1
11,1,6,1,1,30,1,1,1
11,1,6,1,1,231,0,0,1
11,1,6,1,1,495,0,0,1
11,1,6,1,1,585,1,1,1
11,1,6,1,1,47,1,1,1
11,1,6,1,1,308,1,1,1
11,1,6,1,1,377,1,1,1
11,1,6,1,1,439,0,1,0
11,1,6,1,1,190,1,1,1
11,1,6,1,1,71,1,1,1
11,1,6,1,1,36,1,1,1
11,1,6,1,1,15,1,1,1
11,1,6,1,1,403,1,1,1
11,1,6,1,1,256,0,0,1
11,1,6,1,1,1350,1,1,1
11,1,6,1,1,360,1,1,1
11,1,6,1,1,291,0,1,0
11,1,6,1,1,113,1,1,1
11,1,7,1,1,406,1,1,1
11,1,7,1,1,376,1,1,1
11,1,7,1,1,308,0,0,1
11,1,7,1,1,155,1,1,1
11,1,7,1,1,738,1,1,1
11,1,7,1,1,50,1,1,1
11,1,7,1,1,41,1,1,1
11,1,7,1,1,160,0,0,1
11,1,7,1,1,35,1,1,1
11,1,7,1,1,420,0,0,1
11,1,7,1,1,86,0,0,1
11,1,7,1,1,127,1,1,1
11,1,7,1,1,616,1,1,1
11,1,7,1,1,111,1,1,1
11,1,7,1,1,498,1,1,1
11,1,7,1,1,251,1,1,1
11,1,7,1,1,8,1,1,1
11,1,8,3,3,843,0,0,1
11,1,8,3,3,823,0,0,1
11,1,8,3,3,446,1,1,1
11,1,8,3,3,1105,1,1,1
11,1,8,3,3,786,1,1,1
11,1,8,3,3,882,0,0,1
11,1,8,3,3,266,1,1,1
11,1,8,3,3,1089,1,0,0
11,1,8,3,3,1230,0,0,1
11,1,8,3,3,226,1,1,1
11,1,8,3,3,685,1,1,1
11,1,8,3,3,259,0,0,1
11,1,8,3,3,325,1,1,1
11,1,8,3,3,1075,1,0,0
11,1,8,3,3,243,1,1,1
11,1,10,3,3,1344,1,1,1
11,1,10,3,3,328,1,1,1
11,1,10,3,3,444,1,1,1
11,1,10,3,3,818,1,1,1
11,1,10,3,3,673,1,1,1
11,1,10,3,3,403,1,0,0
11,1,10,3,3,279,1,1,1
11,1,10,3,3,958,1,1,1
11,1,10,3,3,303,1,0,0
11,1,10,3,3,114,0,1,0
11,1,10,3,3,165,0,1,0
11,1,10,3,3,414,0,0,1
11,1,10,3,3,548,0,0,1
11,1,10,3,3,731,1,1,1
11,1,10,3,3,585,1,0,0
11,1,10,3,3,30,1,1,1
11,1,10,3,3,1173,1,1,1
11,1,10,3,3,547,0,0,1
11,1,11,1,1,299,0,0,1
11,1,11,1,1,334,1,1,1
11,1,11,1,1,705,1,1,1
11,1,11,1,1,67,0,0,1
11,1,11,1,1,925,1,1,1
11,1,11,1,1,767,1,1,1
11,1,11,1,1,135,0,0,1
11,1,11,1,1,30,1,1,1
11,1,11,1,1,720,1,1,1
11,1,11,1,1,250,1,1,1
11,1,11,1,1,71,1,1,1
11,1,11,1,1,607,1,1,1
11,1,11,1,1,479,1,1,1
11,1,11,1,1,455,1,1,1
11,1,11,1,1,465,1,1,1
11,1,11,1,1,210,0,0,1
11,1,11,1,1,487,1,1,1
11,1,12,1,1,781,1,1,1
11,1,12,1,1,89,1,1,1
11,1,12,1,1,54,0,0,1
11,1,12,1,1,1043,1,1,1
11,1,12,1,1,277,1,1,1
11,1,12,1,1,114,0,0,1
11,1,12,1,1,491,0,0,1
11,1,12,1,1,279,1,1,1
11,1,12,1,1,436,1,1,1
11,1,12,1,1,455,0,0,1
11,1,12,1,1,895,1,1,1
11,1,12,1,1,141,1,1,1
11,1,12,1,1,218,1,1,1
11,1,12,1,1,417,1,1,1
11,1,12,1,1,574,1,1,1
11,1,12,1,1,158,1,1,1
11,1,12,1,1,247,1,1,1
11,1,12,1,1,55,1,1,1
11,1,12,1,1,85,0,0,1
11,1,12,1,1,329,1,1,1
11,1,13,3,3,685,1,1,1
11,1,13,3,3,347,1,1,1
11,1,13,3,3,107,1,1,1
11,1,13,3,3,434,1,0,0
11,1,13,3,3,204,0,0,1
11,1,13,3,3,401,0,0,1
11,1,13,3,3,296,1,1,1
11,1,13,3,3,277,0,0,1
11,1,13,3,3,879,1,1,1
11,1,13,3,3,1181,1,1,1
11,1,13,3,3,659,1,1,1
11,1,13,3,3,83,1,1,1
11,1,13,3,3,596,1,1,1
11,1,13,3,3,1060,0,0,1
11,1,13,3,3,645,0,0,1
11,1,13,3,3,1457,1,1,1
11,1,13,3,3,476,1,1,1
11,1,13,3,3,564,1,1,1
11,1,14,3,3,800,0,0,1
11,1,14,3,3,210,0,0,1
11,1,14,3,3,488,1,1,1
11,1,14,3,3,420,1,1,1
11,1,14,3,3,1019,1,1,1
11,1,14,3,3,284,1,1,1
11,1,14,3,3,675,1,0,0
11,1,14,3,3,1083,1,1,1
11,1,14,3,3,895,1,1,1
11,1,14,3,3,1149,1,1,1
11,1,14,3,3,658,0,0,1
11,1,14,3,3,470,0,0,1
11,1,14,3,3,226,1,1,1
11,1,14,3,3,538,1,1,1
11,1,14,3,3,38,1,1,1
11,1,14,3,3,475,0,0,1
11,1,14,3,3,798,1,1,1
11,1,14,3,3,377,1,1,1
11,1,14,3,3,242,1,1,1
11,1,15,1,1,195,1,1,1
11,1,15,1,1,167,1,1,1
11,1,15,1,1,285,1,1,1
11,1,15,1,1,876,0,0,1
11,1,15,1,1,169,0,0,1
11,1,15,1,1,208,1,1,1
11,1,15,1,1,125,1,0,0
11,1,15,1,1,67,1,1,1
11,1,15,1,1,34,0,0,1
11,1,15,1,1,273,1,1,1
11,1,15,1,1,615,1,1,1
11,1,15,1,1,71,1,1,1
11,1,15,1,1,161,1,1,1
11,1,15,1,1,295,1,1,1
11,1,15,1,1,70,1,1,1
11,1,15,1,1,364,0,0,1
11,1,15,1,1,257,1,1,1
11,1,15,1,1,175,1,1,1
11,1,15,1,1,5,1,1,1
11,1,15,1,1,412,0,0,1
11,1,16,3,3,305,1,1,1
11,1,16,3,3,48,1,1,1
11,1,16,3,3,148,1,1,1
11,1,16,3,3,911,1,1,1
11,1,16,3,3,404,0,0,1
11,1,16,3,3,816,0,1,0
11,1,16,3,3,889,1,1,1
11,1,16,3,3,718,1,1,1
11,1,16,3,3,775,0,0,1
11,1,16,3,3,1147,1,1,1
11,1,16,3,3,365,0,0,1
11,1,16,3,3,1476,1,1,1
11,1,16,3,3,804,1,1,1
11,1,16,3,3,1129,1,1,1
11,1,16,3,3,542,1,1,1
11,1,16,3,3,407,0,0,1
11,1,16,3,3,548,1,1,1
11,1,17,1,1,1329,1,1,1
11,1,17,1,1,387,1,1,1
11,1,17,1,1,218,0,0,1
11,1,17,1,1,56,1,1,1
11,1,17,1,1,480,1,1,1
11,1,17,1,1,385,0,0,1
11,1,17,1,1,231,0,0,1
11,1,17,1,1,151,1,1,1
11,1,17,1,1,270,0,0,1
11,1,17,1,1,161,1,1,1
11,1,17,1,1,377,1,1,1
11,1,17,1,1,286,1,1,1
11,1,17,1,1,613,1,1,1
11,1,17,1,1,282,1,1,1
11,1,17,1,1,444,1,1,1
11,1,17,1,1,224,1,1,1
11,1,17,1,1,74,1,1,1
11,1,17,1,1,219,1,1,1
11,1,17,1,1,159,0,0,1
11,1,17,1,1,135,1,1,1
3,0,1,1,1,108,1,1,1
3,0,1,1,1,95,1,1,1
3,0,1,1,1,152,1,1,1
3,0,1,1,1,475,1,1,1
3,0,1,1,1,69,0,0,1
3,0,1,1,1,182,1,1,1
3,0,1,1,1,219,1,1,1
3,0,1,1,1,270,1,1,1
3,0,1,1,1,177,0,0,1
3,0,1,1,1,193,0,0,1
3,0,1,1,1,246,1,1,1
3,0,1,1,1,476,1,1,1
3,0,1,1,1,772,0,1,0
3,0,1,1,1,242,0,0,1
3,0,1,1,1,664,1,1,1
3,0,1,1,1,466,1,1,1
3,0,1,1,1,161,1,1,1
3,0,1,1,1,441,1,1,1
3,0,1,1,1,229,1,1,1
3,0,1,1,1,286,1,1,1
3,0,1,1,1,506,1,1,1
3,0,2,3,3,596,1,1,1
3,0,2,3,3,655,1,0,0
3,0,2,3,3,599,1,1,1
3,0,2,3,3,244,1,1,1
