Subject,Is_Calming_Music,Trial_Number,Difficulty,Letter_Ascii,Response_Time,Correct_Response,Actual_Response,Answered_Correctly
3,1,13,3,88,290,0,0,1
3,1,13,3,78,1222,1,0,0
3,1,13,3,79,616,0,0,1
3,1,13,3,80,294,1,1,1
3,1,13,3,84,555,1,1,1
3,1,13,3,87,421,1,1,1
3,1,14,3,88,451,0,0,1
3,1,14,3,75,438,0,0,1
3,1,14,3,74,451,1,1,1
3,1,14,3,77,336,1,1,1
3,1,14,3,71,1014,1,1,1
3,1,14,3,89,610,1,1,1
3,1,14,3,77,358,1,0,0
3,1,14,3,75,673,1,1,1
3,1,14,3,69,541,1,1,1
3,1,14,3,83,579,1,1,1
3,1,14,3,75,277,0,0,1
3,1,14,3,69,735,0,0,1
3,1,14,3,70,260,1,1,1
3,1,14,3,80,367,1,1,1
3,1,14,3,74,1041,1,1,1
3,1,14,3,70,1177,0,1,0
3,1,14,3,78,1231,1,1,1
3,1,14,3,76,907,1,1,1
3,1,14,3,84,823,1,1,1
3,1,15,1,74,314,1,1,1
3,1,15,1,85,299,1,1,1
3,1,15,1,74,609,1,1,1
3,1,15,1,74,425,0,1,0
3,1,15,1,74,367,0,0,1
3,1,15,1,75,481,1,1,1
3,1,15,1,75,369,1,0,0
3,1,15,1,70,628,1,1,1
3,1,15,1,70,254,0,0,1
3,1,15,1,77,859,1,1,1
3,1,15,1,66,388,1,1,1
3,1,15,1,79,836,1,1,1
3,1,15,1,66,581,1,0,0
3,1,15,1,87,795,1,1,1
3,1,15,1,90,341,1,1,1
3,1,15,1,90,324,0,0,1
3,1,15,1,89,248,1,1,1
3,1,15,1,90,372,1,0,0
3,1,15,1,69,465,1,1,1
3,1,15,1,65,315,1,1,1
3,1,15,1,65,143,0,0,1
3,1,16,3,86,605,1,1,1
3,1,16,3,88,430,1,0,0
3,1,16,3,89,429,1,1,1
3,1,16,3,71,676,1,1,1
3,1,16,3,65,299,1,1,1
3,1,16,3,67,294,1,1,1
3,1,16,3,71,136,0,0,1
3,1,16,3,79,399,0,1,0
3,1,16,3,76,478,1,1,1
3,1,16,3,72,547,1,1,1
3,1,16,3,79,211,0,0,1
3,1,16,3,89,245,1,1,1
3,1,16,3,72,977,0,0,1
3,1,16,3,73,391,1,1,1
3,1,16,3,78,518,1,1,1
3,1,16,3,73,91,1,0,0
3,1,16,3,68,454,1,1,1
3,1,16,3,78,516,0,1,0
3,1,16,3,87,1017,1,1,1
3,1,17,1,84,279,1,1,1
3,1,17,1,72,277,1,1,1
3,1,17,1,72,1014,0,1,0
3,1,17,1,89,828,1,1,1
3,1,17,1,71,329,1,1,1
3,1,17,1,71,208,0,0,1
3,1,17,1,71,85,0,0,1
3,1,17,1,89,55,1,1,1
3,1,17,1,87,611,1,1,1
3,1,17,1,87,195,0,0,1
3,1,17,1,85,361,1,1,1
3,1,17,1,65,266,1,1,1
3,1,17,1,85,564,1,1,1
3,1,17,1,82,315,1,1,1
3,1,17,1,87,367,1,1,1
3,1,17,1,80,110,1,1,1
3,1,17,1,81,141,1,1,1
3,1,17,1,67,285,1,1,1
3,1,17,1,65,23,1,1,1
3,1,17,1,65,239,0,1,0
3,1,17,1,76,26,1,1,1
4,1,1,1,65,838,1,1,1
4,1,1,1,69,374,1,1,1
4,1,1,1,69,405,0,0,1
4,1,1,1,69,39,0,0,1
4,1,1,1,79,190,1,1,1
4,1,1,1,65,272,0,0,1
4,1,1,1,65,486,0,1,0
4,1,1,1,72,165,1,0,0
4,1,1,1,74,310,1,1,1
4,1,1,1,68,443,1,1,1
4,1,1,1,66,184,1,1,1
4,1,1,1,76,95,1,1,1
4,1,1,1,86,86,1,1,1
4,1,1,1,86,92,0,0,1
4,1,1,1,78,42,1,1,1
4,1,1,1,86,94,1,1,1
4,1,1,1,76,378,1,1,1
4,1,1,1,65,162,1,1,1
4,1,1,1,69,444,1,1,1
4,1,1,1,74,310,1,1,1
4,1,1,1,83,442,1,1,1
4,1,2,3,67,225,1,1,1
4,1,2,3,78,377,1,1,1
4,1,2,3,80,1182,1,1,1
4,1,2,3,67,1073,0,1,0
4,1,2,3,78,414,1,0,0
4,1,2,3,80,913,0,1,0
4,1,2,3,67,677,0,0,1
4,1,2,3,78,691,0,1,0
4,1,2,3,86,565,1,1,1
4,1,2,3,81,762,1,1,1
4,1,2,3,77,499,1,1,1
4,1,2,3,72,271,1,1,1
4,1,2,3,81,969,0,0,1
4,1,2,3,88,410,1,1,1
4,1,2,3,78,957,1,0,0
4,1,2,3,90,266,1,1,1
4,1,2,3,70,867,1,1,1
4,1,2,3,67,523,1,0,0
4,1,2,3,72,1167,1,0,0
4,1,3,3,73,219,1,1,1
4,1,3,3,88,14,1,0,0
4,1,3,3,77,827,0,0,1
4,1,3,3,80,295,1,1,1
4,1,3,3,83,272,1,0,0
4,1,3,3,65,291,1,1,1
4,1,3,3,78,970,1,0,0
4,1,3,3,87,290,1,1,1
4,1,3,3,86,350,1,1,1
4,1,3,3,65,281,1,0,0
4,1,3,3,87,446,0,0,1
4,1,3,3,66,177,1,1,1
4,1,3,3,65,536,0,0,1
4,1,3,3,89,158,1,1,1
4,1,3,3,66,353,0,0,1
4,1,3,3,82,254,1,1,1
4,1,3,3,80,176,1,1,1
4,1,3,3,67,1078,1,1,1
4,1,4,1,73,1484,1,1,1
4,1,4,1,81,342,1,1,1
4,1,4,1,72,592,1,1,1
4,1,4,1,67,305,1,1,1
4,1,4,1,78,963,1,1,1
4,1,4,1,86,389,1,1,1
4,1,4,1,89,293,1,1,1
4,1,4,1,89,426,0,1,0
4,1,4,1,75,281,1,1,1
4,1,4,1,75,58,0,0,1
4,1,4,1,73,234,1,1,1
4,1,4,1,73,372,0,0,1
4,1,4,1,79,89,1,1,1
4,1,4,1,69,434,1,1,1
4,1,4,1,68,471,1,1,1
4,1,4,1,86,101,1,1,1
4,1,4,1,86,95,0,0,1
4,1,4,1,78,98,1,1,1
4,1,4,1,78,273,0,0,1
4,1,4,1,68,124,1,1,1
4,1,4,1,87,431,1,1,1
4,1,5,3,89,754,1,0,0
4,1,5,3,82,871,1,1,1
4,1,5,3,73,379,1,1,1
4,1,5,3,89,919,0,0,1
4,1,5,3,89,193,1,0,0
4,1,5,3,88,748,1,1,1
4,1,5,3,70,1110,1,0,0
4,1,5,3,85,486,1,0,0
4,1,5,3,72,795,0,0,1
4,1,5,3,85,710,1,1,1
4,1,5,3,85,262,1,0,0
4,1,5,3,72,345,0,1,0
4,1,5,3,87,426,1,1,1
4,1,5,3,85,270,0,0,1
4,1,5,3,72,480,0,0,1
4,1,5,3,70,359,1,0,0
4,1,5,3,73,204,1,1,1
4,1,5,3,86,824,1,0,0
4,1,6,1,82,624,1,0,0
4,1,6,1,79,388,1,0,0
4,1,6,1,80,29,1,1,1
4,1,6,1,80,633,0,0,1
4,1,6,1,80,206,0,0,1
4,1,6,1,85,304,1,1,1
4,1,6,1,85,482,1,1,1
4,1,6,1,77,378,1,1,1
4,1,6,1,77,476,0,0,1
4,1,6,1,87,232,1,1,1
4,1,6,1,73,241,1,1,1
4,1,6,1,71,453,1,1,1
4,1,6,1,71,81,0,0,1
4,1,6,1,82,361,1,1,1
4,1,6,1,81,168,1,1,1
4,1,6,1,82,470,0,1,0
4,1,7,1,82,753,1,1,1
4,1,7,1,86,17,1,1,1
4,1,7,1,86,465,0,0,1
4,1,7,1,79,156,1,1,1
4,1,7,1,65,200,1,1,1
4,1,7,1,67,372,1,1,1
4,1,7,1,78,465,1,1,1
4,1,7,1,89,448,1,1,1
4,1,7,1,86,402,1,1,1
4,1,7,1,86,161,0,0,1
4,1,7,1,74,185,1,1,1
4,1,7,1,85,33,1,1,1
4,1,7,1,85,17,0,0,1
4,1,7,1,85,31,0,0,1
4,1,7,1,89,465,1,1,1
4,1,7,1,89,452,0,0,1
4,1,7,1,74,251,1,1,1
4,1,7,1,73,154,1,1,1
4,1,7,1,83,240,1,1,1
4,1,7,1,85,447,1,1,1
4,1,7,1,80,428,1,1,1
4,1,8,3,76,303,0,0,1
4,1,8,3,65,213,0,0,1
4,1,8,3,78,151,1,1,1
4,1,8,3,87,431,1,1,1
4,1,8,3,67,211,1,1,1
4,1,8,3,76,472,1,0,0
4,1,8,3,87,955,0,0,1
4,1,8,3,85,202,1,1,1
4,1,8,3,83,432,1,1,1
4,1,8,3,87,317,0,0,1
4,1,8,3,89,602,1,0,0
4,1,8,3,70,295,1,1,1
4,1,8,3,76,376,1,0,0
4,1,8,3,89,381,0,0,1
4,1,8,3,85,353,1,1,1
4,1,8,3,76,236,1,0,0
4,1,8,3,73,345,1,1,1
4,1,8,3,66,685,1,1,1
4,1,8,3,84,364,1,1,1
4,1,10,3,74,2,1,1,1
4,1,10,3,90,109,1,1,1
4,1,10,3,81,118,1,1,1
4,1,10,3,87,165,1,1,1
4,1,10,3,75,674,1,1,1
4,1,10,3,81,1200,1,0,0
4,1,10,3,83,458,1,1,1
4,1,10,3,77,389,1,1,1
4,1,10,3,81,1190,1,0,0
4,1,10,3,83,1232,0,0,1
4,1,10,3,70,984,0,1,0
4,1,10,3,81,342,0,0,1
4,1,10,3,88,255,1,1,1
4,1,10,3,70,702,0,0,1
4,1,10,3,88,608,1,0,0
4,1,10,3,75,372,1,1,1
4,1,10,3,82,452,1,1,1
4,1,10,3,88,557,0,0,1
4,1,11,1,66,29,0,0,1
4,1,11,1,86,34,1,1,1
4,1,11,1,80,431,1,1,1
4,1,11,1,80,471,0,0,1
4,1,11,1,81,367,1,1,1
4,1,11,1,69,112,1,0,0
4,1,11,1,69,408,0,0,1
4,1,11,1,77,417,1,1,1
4,1,11,1,77,438,0,0,1
4,1,11,1,77,6,0,0,1
4,1,11,1,84,242,1,1,1
4,1,11,1,69,472,1,1,1
4,1,11,1,82,453,1,1,1
4,1,11,1,88,23,1,1,1
4,1,11,1,69,110,1,1,1
4,1,11,1,76,107,1,1,1
4,1,11,1,66,134,1,1,1
4,1,11,1,82,308,1,1,1
4,1,11,1,87,425,1,1,1
4,1,11,1,87,362,0,0,1
4,1,11,1,73,304,1,1,1
4,1,12,1,72,62,1,1,1
4,1,12,1,72,459,0,0,1
4,1,12,1,89,37,1,1,1
4,1,12,1,71,443,1,1,1
4,1,12,1,71,76,0,0,1
4,1,12,1,71,4,0,0,1
4,1,12,1,89,21,1,1,1
4,1,12,1,87,57,1,1,1
4,1,12,1,87,402,0,0,1
4,1,12,1,85,191,1,1,1
4,1,12,1,65,454,1,1,1
4,1,12,1,85,404,1,1,1
4,1,12,1,82,488,1,1,1
4,1,12,1,87,372,1,1,1
4,1,12,1,80,166,1,1,1
4,1,12,1,81,368,1,1,1
4,1,12,1,67,471,1,1,1
4,1,12,1,65,146,1,1,1
4,1,12,1,65,444,0,0,1
4,1,12,1,76,171,1,1,1
4,1,13,3,74,265,1,1,1
4,1,13,3,86,342,1,1,1
4,1,13,3,78,209,1,1,1
4,1,13,3,74,428,1,0,0
4,1,13,3,86,486,0,0,1
4,1,13,3,78,578,0,0,1
4,1,13,3,85,567,1,1,1
4,1,13,3,86,988,0,0,1
4,1,13,3,69,615,1,0,0
4,1,13,3,68,224,1,1,1
4,1,13,3,88,330,1,1,1
4,1,13,3,81,294,1,0,0
4,1,13,3,79,304,1,1,1
4,1,13,3,88,797,0,0,1
4,1,13,3,78,179,1,0,0
4,1,13,3,79,549,0,1,0
4,1,13,3,80,444,1,1,1
4,1,13,3,84,291,1,1,1
4,1,13,3,87,242,1,1,1
4,1,14,3,88,457,0,0,1
4,1,14,3,75,306,0,0,1
4,1,14,3,74,311,1,1,1
4,1,14,3,77,233,1,1,1
4,1,14,3,71,249,1,1,1
4,1,14,3,89,86,1,1,1
4,1,14,3,77,984,1,0,0
4,1,14,3,75,708,1,0,0
4,1,14,3,69,354,1,1,1
4,1,14,3,83,65,1,1,1
4,1,14,3,75,500,0,1,0
4,1,14,3,70,454,1,0,0
4,1,14,3,80,579,1,1,1
4,1,14,3,74,373,1,1,1
4,1,14,3,70,279,0,0,1
4,1,14,3,78,5,1,1,1
4,1,14,3,76,169,1,1,1
4,1,14,3,84,376,1,1,1
4,1,15,1,85,414,1,1,1
4,1,15,1,74,748,1,1,1
4,1,15,1,74,190,0,0,1
4,1,15,1,74,202,0,0,1
4,1,15,1,75,494,1,1,1
4,1,15,1,75,34,1,0,0
4,1,15,1,70,461,1,1,1
4,1,15,1,70,380,0,0,1
4,1,15,1,77,447,1,1,1
4,1,15,1,79,420,1,1,1
4,1,15,1,66,168,1,1,1
4,1,15,1,87,494,1,1,1
4,1,15,1,90,318,1,1,1
4,1,15,1,90,198,0,1,0
4,1,15,1,89,307,1,1,1
4,1,15,1,90,622,1,1,1
4,1,15,1,69,463,1,1,1
4,1,15,1,65,366,1,1,1
4,1,15,1,65,225,0,0,1
4,1,16,3,86,110,1,1,1
4,1,16,3,88,26,1,0,0
4,1,16,3,89,227,1,0,0
4,1,16,3,71,369,1,1,1
4,1,16,3,65,287,1,0,0
4,1,16,3,67,697,1,1,1
4,1,16,3,71,874,0,1,0
4,1,16,3,79,1111,0,1,0
4,1,16,3,76,539,1,1,1
4,1,16,3,72,542,1,1,1
4,1,16,3,79,458,0,1,0
4,1,16,3,89,1205,1,1,1
4,1,16,3,72,562,0,1,0
4,1,16,3,73,275,1,0,0
4,1,16,3,78,279,1,1,1
4,1,16,3,73,203,1,0,0
4,1,16,3,68,408,1,0,0
4,1,16,3,78,195,0,0,1
4,1,16,3,87,370,1,1,1
4,1,17,1,84,100,1,1,1
4,1,17,1,72,36,0,0,1
4,1,17,1,89,403,1,1,1
4,1,17,1,71,226,1,1,1
4,1,17,1,71,401,0,0,1
4,1,17,1,71,478,0,0,1
4,1,17,1,89,457,1,1,1
4,1,17,1,87,428,1,1,1
4,1,17,1,87,32,0,0,1
4,1,17,1,85,23,1,1,1
4,1,17,1,65,236,1,1,1
4,1,17,1,85,404,1,1,1
4,1,17,1,82,446,1,1,1
4,1,17,1,87,475,1,1,1
4,1,17,1,80,370,1,1,1
4,1,17,1,81,432,1,1,1
4,1,17,1,67,414,1,1,1
4,1,17,1,65,384,1,1,1
4,1,17,1,65,377,0,0,1
4,1,17,1,76,459,1,1,1
6,1,1,1,65,433,1,1,1
6,1,1,1,69,395,1,1,1
6,1,1,1,69,36,0,0,1
6,1,1,1,69,453,0,0,1
6,1,1,1,79,437,1,1,1
6,1,1,1,65,24,0,1,0
6,1,1,1,65,437,0,0,1
6,1,1,1,72,109,1,1,1
6,1,1,1,68,304,1,1,1
6,1,1,1,76,444,1,1,1
6,1,1,1,86,328,1,1,1
6,1,1,1,86,437,0,0,1
6,1,1,1,78,446,1,1,1
6,1,1,1,86,453,1,1,1
6,1,1,1,76,455,1,1,1
6,1,1,1,65,357,1,1,1
6,1,1,1,69,379,1,1,1
6,1,1,1,74,360,1,1,1
6,1,1,1,83,227,1,1,1
6,1,2,3,67,267,1,1,1
6,1,2,3,78,495,1,1,1
6,1,2,3,80,284,1,1,1
6,1,2,3,67,329,0,1,0
6,1,2,3,78,14,1,1,1
6,1,2,3,80,406,0,0,1
6,1,2,3,78,254,0,1,0
6,1,2,3,81,426,1,1,1
6,1,2,3,77,193,1,1,1
6,1,2,3,72,460,1,1,1
6,1,2,3,81,288,0,0,1
6,1,2,3,78,230,1,1,1
6,1,2,3,90,488,1,1,1
6,1,2,3,70,338,1,1,1
6,1,2,3,67,319,1,1,1
6,1,2,3,72,31,1,0,0
6,1,3,3,73,415,1,1,1
6,1,3,3,88,187,1,0,0
6,1,3,3,77,52,0,1,0
6,1,3,3,80,218,1,1,1
6,1,3,3,65,15,1,1,1
6,1,3,3,78,370,1,1,1
6,1,3,3,87,462,1,1,1
6,1,3,3,65,419,1,1,1
6,1,3,3,87,160,0,0,1
6,1,3,3,66,112,1,1,1
6,1,3,3,65,112,0,1,0
6,1,3,3,89,345,1,1,1
6,1,3,3,66,44,0,0,1
6,1,3,3,65,190,0,1,0
6,1,3,3,82,431,1,1,1
6,1,3,3,80,391,1,1,1
6,1,3,3,67,328,1,1,1
6,1,4,1,73,297,1,1,1
6,1,4,1,81,268,1,1,1
6,1,4,1,72,159,1,1,1
6,1,4,1,67,193,1,1,1
6,1,4,1,78,176,1,1,1
6,1,4,1,86,168,1,1,1
6,1,4,1,89,363,1,1,1
6,1,4,1,89,272,0,1,0
6,1,4,1,75,298,1,1,1
6,1,4,1,75,430,0,0,1
6,1,4,1,73,211,1,1,1
6,1,4,1,73,368,0,0,1
6,1,4,1,79,314,1,1,1
6,1,4,1,69,444,1,1,1
6,1,4,1,68,313,1,1,1
6,1,4,1,86,302,1,1,1
6,1,4,1,86,220,0,1,0
6,1,4,1,78,346,1,1,1
6,1,4,1,78,250,0,1,0
6,1,4,1,68,309,1,1,1
6,1,4,1,87,317,1,1,1
6,1,5,3,89,323,1,1,1
6,1,5,3,82,444,1,1,1
6,1,5,3,73,336,1,1,1
6,1,5,3,89,488,0,0,1
6,1,5,3,78,426,1,1,1
6,1,5,3,89,150,1,1,1
6,1,5,3,88,11,1,1,1
6,1,5,3,70,412,1,1,1
6,1,5,3,85,447,1,1,1
6,1,5,3,72,493,0,1,0
6,1,5,3,85,375,1,1,1
6,1,5,3,85,346,1,0,0
6,1,5,3,72,348,0,1,0
6,1,5,3,87,406,1,1,1
6,1,5,3,85,67,0,1,0
6,1,5,3,72,478,0,0,1
6,1,5,3,70,451,1,1,1
6,1,5,3,73,214,1,1,1
6,1,5,3,86,211,1,1,1
6,1,6,1,82,295,1,1,1
6,1,6,1,79,352,1,1,1
6,1,6,1,80,209,1,1,1
6,1,6,1,80,223,0,1,0
6,1,6,1,80,433,0,0,1
6,1,6,1,85,227,1,1,1
6,1,6,1,90,352,1,1,1
6,1,6,1,85,233,1,1,1
6,1,6,1,77,266,1,1,1
6,1,6,1,77,321,0,0,1
6,1,6,1,87,198,1,1,1
6,1,6,1,73,257,1,1,1
6,1,6,1,70,301,1,1,1
6,1,6,1,77,356,1,1,1
6,1,6,1,65,302,1,1,1
6,1,6,1,71,210,1,1,1
6,1,6,1,71,412,0,0,1
6,1,6,1,82,225,1,1,1
6,1,6,1,81,248,1,1,1
6,1,6,1,82,158,0,1,0
6,1,6,1,81,265,1,1,1
6,1,7,1,82,293,1,1,1
6,1,7,1,86,238,1,1,1
6,1,7,1,86,340,0,0,1
6,1,7,1,79,264,1,1,1
6,1,7,1,65,244,1,1,1
6,1,7,1,67,211,1,1,1
6,1,7,1,78,83,1,1,1
6,1,7,1,89,159,1,1,1
6,1,7,1,86,459,0,0,1
6,1,7,1,74,362,1,1,1
6,1,7,1,85,382,1,1,1
6,1,7,1,85,366,0,0,1
6,1,7,1,85,375,0,0,1
6,1,7,1,89,401,1,1,1
6,1,7,1,89,299,0,1,0
6,1,7,1,74,479,1,1,1
6,1,7,1,73,330,1,1,1
6,1,7,1,83,216,1,1,1
6,1,7,1,85,236,1,1,1
6,1,7,1,80,243,1,1,1
6,1,8,3,76,297,0,0,1
6,1,8,3,65,365,0,0,1
6,1,8,3,67,412,1,1,1
6,1,8,3,76,400,1,1,1
6,1,8,3,87,652,0,0,1
6,1,8,3,85,470,1,1,1
6,1,8,3,83,328,1,1,1
6,1,8,3,70,224,1,1,1
6,1,8,3,76,361,1,1,1
6,1,8,3,89,5,0,0,1
6,1,8,3,85,433,1,1,1
6,1,8,3,76,115,1,0,0
6,1,8,3,73,82,1,1,1
6,1,8,3,66,7,1,1,1
6,1,8,3,84,171,1,1,1
6,1,10,3,74,379,1,1,1
6,1,10,3,90,289,1,1,1
6,1,10,3,81,313,1,1,1
6,1,10,3,87,476,1,1,1
6,1,10,3,75,412,1,1,1
6,1,10,3,81,33,1,0,0
6,1,10,3,83,415,1,1,1
6,1,10,3,77,371,1,1,1
6,1,10,3,81,486,1,0,0
6,1,10,3,83,489,0,0,1
6,1,10,3,70,419,0,1,0
6,1,10,3,70,201,0,1,0
6,1,10,3,75,227,1,1,1
6,1,10,3,88,425,1,0,0
6,1,10,3,75,24,1,1,1
6,1,10,3,82,213,1,1,1
6,1,10,3,88,314,0,1,0
6,1,11,1,80,346,1,1,1
6,1,11,1,80,237,0,1,0
6,1,11,1,81,455,1,1,1
6,1,11,1,69,348,1,1,1
6,1,11,1,69,273,0,1,0
6,1,11,1,77,286,1,1,1
6,1,11,1,77,30,0,0,1
6,1,11,1,77,422,0,1,0
6,1,11,1,84,391,1,1,1
6,1,11,1,69,374,1,1,1
6,1,11,1,82,374,1,1,1
6,1,11,1,88,308,1,1,1
6,1,11,1,69,368,1,1,1
6,1,11,1,76,338,1,1,1
6,1,11,1,66,300,1,1,1
6,1,11,1,82,452,1,0,0
6,1,11,1,87,45,1,1,1
6,1,11,1,87,291,0,1,0
6,1,11,1,73,385,1,1,1
6,1,12,1,72,314,1,1,1
6,1,12,1,72,192,0,1,0
6,1,12,1,89,285,1,1,1
6,1,12,1,71,271,1,1,1
6,1,12,1,71,363,0,0,1
6,1,12,1,71,177,0,1,0
6,1,12,1,89,441,1,1,1
6,1,12,1,87,305,1,1,1
6,1,12,1,87,448,0,0,1
6,1,12,1,85,225,1,1,1
6,1,12,1,65,257,1,1,1
6,1,12,1,85,322,1,0,0
6,1,12,1,82,434,1,1,1
6,1,12,1,87,267,1,1,1
6,1,12,1,80,266,1,1,1
6,1,12,1,81,244,1,1,1
6,1,12,1,67,188,1,1,1
6,1,12,1,65,195,1,1,1
6,1,12,1,65,285,0,0,1
6,1,12,1,76,196,1,1,1
6,1,13,3,74,250,1,1,1
6,1,13,3,78,291,1,1,1
6,1,13,3,74,279,1,0,0
6,1,13,3,86,143,0,0,1
6,1,13,3,78,466,0,0,1
6,1,13,3,85,17,1,1,1
6,1,13,3,86,86,0,0,1
6,1,13,3,69,214,1,1,1
6,1,13,3,68,456,1,1,1
6,1,13,3,88,323,1,1,1
6,1,13,3,81,341,1,1,1
6,1,13,3,88,469,0,0,1
6,1,13,3,79,33,0,1,0
6,1,13,3,80,170,1,1,1
6,1,13,3,84,82,1,1,1
6,1,13,3,87,118,1,1,1
6,1,14,3,88,16,0,0,1
6,1,14,3,75,458,0,1,0
6,1,14,3,77,201,1,1,1
6,1,14,3,71,14,1,1,1
6,1,14,3,89,451,1,1,1
6,1,14,3,75,371,1,1,1
6,1,14,3,69,269,1,1,1
6,1,14,3,75,436,0,0,1
6,1,14,3,70,344,1,1,1
6,1,14,3,80,384,1,1,1
6,1,14,3,70,97,0,0,1
6,1,14,3,78,466,1,1,1
6,1,14,3,84,56,1,1,1
6,1,15,1,74,345,1,1,1
6,1,15,1,85,253,1,1,1
6,1,15,1,74,257,1,1,1
6,1,15,1,74,267,0,1,0
6,1,15,1,74,439,0,0,1
6,1,15,1,75,315,1,1,1
6,1,15,1,75,343,1,0,0
6,1,15,1,70,338,1,1,1
6,1,15,1,70,304,0,1,0
6,1,15,1,77,385,1,1,1
6,1,15,1,66,350,1,1,1
6,1,15,1,79,317,1,1,1
6,1,15,1,66,71,1,1,1
6,1,15,1,87,371,1,1,1
6,1,15,1,90,356,1,1,1
6,1,15,1,90,362,0,0,1
6,1,15,1,89,311,1,1,1
6,1,15,1,90,334,1,1,1
6,1,15,1,69,368,1,1,1
6,1,15,1,65,367,1,1,1
6,1,15,1,65,382,0,0,1
6,1,16,3,86,144,1,1,1
6,1,16,3,88,198,1,1,1
6,1,16,3,89,355,1,1,1
6,1,16,3,71,309,1,1,1
6,1,16,3,65,247,1,1,1
6,1,16,3,67,322,1,1,1
6,1,16,3,71,11,0,0,1
6,1,16,3,79,374,0,1,0
6,1,16,3,76,419,1,1,1
6,1,16,3,72,319,1,1,1
6,1,16,3,79,367,0,0,1
6,1,16,3,89,224,1,1,1
6,1,16,3,72,226,0,0,1
6,1,16,3,73,55,1,1,1
6,1,16,3,78,455,1,1,1
6,1,16,3,73,471,1,1,1
6,1,16,3,68,20,1,1,1
6,1,16,3,78,341,0,1,0
6,1,16,3,87,403,1,1,1
6,1,17,1,84,365,1,1,1
6,1,17,1,72,239,1,1,1
6,1,17,1,72,311,0,0,1
6,1,17,1,89,235,1,1,1
6,1,17,1,71,251,1,1,1
6,1,17,1,71,321,0,0,1
6,1,17,1,71,309,0,0,1
6,1,17,1,89,349,1,1,1
6,1,17,1,87,378,1,1,1
6,1,17,1,87,417,0,0,1
6,1,17,1,85,149,1,1,1
6,1,17,1,65,231,1,1,1
6,1,17,1,85,241,1,1,1
6,1,17,1,82,274,1,1,1
6,1,17,1,87,230,1,1,1
6,1,17,1,80,258,1,1,1
6,1,17,1,67,321,1,1,1
6,1,17,1,65,228,1,1,1
6,1,17,1,65,191,0,1,0
6,1,17,1,76,189,1,1,1
8,1,1,1,69,1143,1,0,0
8,1,1,1,69,143,0,1,0
8,1,1,1,69,110,0,0,1
8,1,1,1,79,1464,1,1,1
8,1,1,1,65,1133,0,1,0
8,1,1,1,65,897,0,1,0
8,1,1,1,72,456,1,1,1
8,1,1,1,74,97,1,1,1
8,1,1,1,68,82,1,1,1
8,1,1,1,66,415,1,1,1
8,1,1,1,76,383,1,1,1
8,1,1,1,86,415,1,1,1
8,1,1,1,86,69,0,0,1
8,1,1,1,78,166,1,1,1
8,1,1,1,86,589,1,0,0
8,1,1,1,76,812,1,1,1
8,1,1,1,65,1013,1,1,1
8,1,1,1,69,780,1,1,1
8,1,1,1,74,569,1,1,1
8,1,1,1,83,399,1,1,1
8,1,2,3,67,109,1,0,0
8,1,2,3,80,524,1,1,1
8,1,2,3,67,1264,0,1,0
8,1,2,3,78,1165,1,0,0
8,1,2,3,80,558,0,1,0
8,1,2,3,67,866,0,1,0
8,1,2,3,78,453,0,0,1
8,1,2,3,86,942,1,1,1
8,1,2,3,81,1287,1,0,0
8,1,2,3,77,890,1,1,1
8,1,2,3,81,56,0,0,1
8,1,2,3,88,672,1,1,1
8,1,2,3,78,484,1,1,1
8,1,2,3,70,130,1,0,0
8,1,2,3,67,329,1,1,1
8,1,3,3,73,522,1,1,1
8,1,3,3,88,825,1,0,0
8,1,3,3,77,1047,0,0,1
8,1,3,3,80,1297,1,1,1
8,1,3,3,83,777,1,1,1
8,1,3,3,65,1218,1,1,1
8,1,3,3,78,1362,1,0,0
8,1,3,3,87,666,1,1,1
8,1,3,3,86,483,1,1,1
8,1,3,3,65,768,1,0,0
8,1,3,3,87,488,0,1,0
8,1,3,3,65,96,0,1,0
8,1,3,3,89,79,1,0,0
8,1,3,3,66,438,0,1,0
8,1,3,3,65,334,0,0,1
8,1,3,3,82,547,1,1,1
8,1,3,3,80,652,1,1,1
8,1,3,3,67,1003,1,1,1
8,1,4,1,73,342,1,1,1
8,1,4,1,81,343,1,1,1
8,1,4,1,72,117,1,1,1
8,1,4,1,67,460,1,1,1
8,1,4,1,78,484,1,1,1
8,1,4,1,86,435,1,1,1
8,1,4,1,89,127,1,1,1
8,1,4,1,89,9,0,0,1
8,1,4,1,75,244,1,1,1
8,1,4,1,75,454,0,0,1
8,1,4,1,73,396,1,1,1
8,1,4,1,73,249,0,0,1
8,1,4,1,79,318,1,1,1
8,1,4,1,86,244,0,1,0
8,1,4,1,78,179,1,1,1
8,1,4,1,78,496,0,0,1
8,1,4,1,68,820,1,1,1
8,1,4,1,87,402,1,1,1
8,1,5,3,89,205,1,1,1
8,1,5,3,82,384,1,1,1
8,1,5,3,73,371,1,1,1
8,1,5,3,89,256,0,0,1
8,1,5,3,78,364,1,1,1
8,1,5,3,89,951,1,1,1
8,1,5,3,88,461,1,1,1
8,1,5,3,70,1021,1,1,1
8,1,5,3,72,288,0,1,0
8,1,5,3,85,162,1,1,1
8,1,5,3,85,1053,1,1,1
8,1,5,3,72,441,0,0,1
8,1,5,3,87,233,1,0,0
8,1,5,3,85,1100,0,1,0
8,1,5,3,70,115,1,0,0
